-2.541252907427199403e+01,-2.071392190675434719e+01,1.233749549097418408e+00,-5.521359913532277730e+00,2.226772097197558153e+01,2.033983320578668241e+01
-2.574825052114720236e+01,-2.172004988818026661e+01,5.465288403650800930e+00,6.886404411392240021e+00,2.296502983082405791e+01,1.151460550907558833e+01
-2.544494412505261849e+01,-1.653183629186107240e+01,7.534048363353997857e+00,1.575477992041863828e+01,2.006110311558560966e+01,2.046135858029521248e+00
-2.842520546396239212e+01,-1.655820616702536441e+01,5.196885534505406135e+00,5.131083386587435236e+00,1.967226667908509441e+01,1.354781598237025975e+01
-2.327380669202933916e+01,-1.426410452035498899e+01,8.650679587640416557e+00,1.449475218587805259e+01,1.774722822001872302e+01,5.808406477620486896e-01
-2.723013803563022961e+01,-1.257930606755524394e+01,3.872529308266887682e+00,6.917991963334935157e+00,1.678705757925261111e+01,1.108697268630455746e+01
-2.200883586197751640e+01,-7.204931267283553709e+00,5.621335536655644560e+00,1.222611989775638897e+01,1.244347086349842613e+01,1.015611375608252098e+00
-1.227220108101602492e+01,-1.420632646579438152e+01,-1.462450818118851803e+00,8.021146463501766632e+00,9.872941948898999343e+00,1.385356339536678583e+01
-1.370539126871847913e+01,-6.879820926712489459e+00,-7.859214730877378541e-02,1.051494891856051161e+01,6.620337677052636316e+00,7.395670833298209068e+00
-1.900312210581958894e+01,1.065138167817772796e+01,2.831358000687730136e+00,6.990579926019648838e+00,1.438455867699103941e+00,-5.657624083353775646e+00
-6.695293965705737094e+00,2.464023431499218209e+00,-6.320854976864973551e+00,4.682157998571172541e+00,-7.463676765904097010e-01,5.686976877205013992e+00
-8.605084242436186415e+00,1.659527650860038506e+01,-5.457749098141938537e-01,1.241995310522681750e+00,-6.342228753519266959e+00,-6.184340681983504062e+00
1.541044384993845773e+00,1.645039428232319878e+01,-5.528349666271290985e+00,-5.112229912810624555e+00,-8.429870862093451933e+00,-6.401309525664536260e+00
2.380130735586703494e+01,1.747526110502559149e+01,-4.182785427383548971e+00,-1.327070199944352424e+01,-1.697121756741047349e+01,-1.145336082944196576e+01
5.543505608237409632e+01,1.564995490937329947e+01,-5.211921991966373291e+00,-2.207565569681670681e+01,-2.450156533316761909e+01,-2.232011441355366443e+01
8.345502581634765704e+01,2.021932751902442504e+01,-6.617218779910674975e+00,-2.314461939088961273e+01,-3.946449251474011533e+01,-2.913419884169695351e+01
7.359236879818587340e+01,3.115288406749872863e+01,-1.045792556621845470e+01,-2.373739346905121295e+01,-5.341987004637027781e+01,-5.917077995113690925e+00
