1.657229705426918187e+01,-1.739201343911222608e+01,-2.729731998055186182e+00,5.370654092593946105e-01,2.957791343621539060e+00,8.371334294272186227e+00
-3.227444695132390962e+00,-7.573670321022583529e+00,1.386636943708821512e+00,2.404377184013026358e+00,7.064626961030203489e+00,1.215031173421857069e+00
-1.893874720625843833e-01,-7.335300908405689491e+00,3.767371203178286887e+00,1.156442413965169180e+01,3.414991915409444356e-01,-9.570845307424302728e-01
-3.542541288117862841e+00,-1.889956922830966057e+00,-1.534673332877408036e+00,1.114937708289083895e+00,3.236254699882411767e+00,2.509870558895820114e+00
-7.284052175970106013e+00,-2.189655418281285737e+00,4.760208815407156457e+00,2.431968118709631366e+00,4.828269471870185292e+00,-2.616684868968684352e+00
-5.404123642929986815e+00,-6.757633225476953331e-01,-8.154267370963310668e-01,1.728489707248926255e+00,3.335734464740188088e+00,9.672423367953900675e-01
-8.734145691880739193e+00,7.767143474952140636e-01,3.022727225021939912e+00,2.060914942162193952e+00,3.503168370134555953e+00,-1.629537630529851677e+00
3.635757939449897780e+00,-5.818066332840087007e+00,-1.465991353435760258e+00,3.419579373423629054e+00,1.728560770061233098e+00,6.139506758928552355e-01
-2.216993346276378229e+00,-2.399580227982400782e+00,1.216078585951752444e+00,3.459454454777035615e+00,1.624042182571270754e+00,-1.135998879951199692e-01
-1.150333933629624639e+01,7.553276084098405896e+00,1.611364049629182560e+00,2.889237377254628703e-01,7.326826126976245801e-01,-2.512114171447333177e+00
6.656268966469100157e+00,-4.876084842797867580e+00,-7.512879007240256257e-01,9.184668385514717315e+00,-5.548511542918570072e+00,4.306544546574783361e+00
-6.755431858065722217e+00,7.235737715135813986e+00,1.534025132435694161e+00,-1.839907111359453173e+00,-1.471908850994015472e+00,-1.413959738095599716e+00
-9.262684191548561374e-01,2.678804909776084209e+00,8.217189956053588817e-01,-4.202149410740564583e+00,-6.602781106464201688e-01,1.249695503393277951e+00
1.288593655449525643e+00,3.318799353190391876e+00,3.245994383557289087e-01,-8.209761671758441182e+00,-4.722689864108053359e-01,8.637534078633991586e-01
3.554383561132934854e+00,8.073510227736489853e+00,-1.048898886191984570e+00,-5.175078348007761342e+00,-6.668055341414375725e+00,-9.079086466511164799e-01
1.040378737179711521e+01,8.142807188899370274e+00,-1.231963785988370308e+00,-6.355080121559840478e+00,-9.648945406864285701e+00,-3.548870033008355129e+00
7.672639377319113052e+00,1.237044190948966005e+01,-8.866756394924770746e+00,-1.241282649734789700e+01,-4.882661828902004508e+00,-6.397662989671392353e+00
