-4.214582045266190136e+01,-3.404569001333356226e+01,-9.966411227847007837e+00,-7.334553333082664217e+00,-6.566794382798711638e+00,3.190556336152805095e+00
-4.040851641197926369e+01,-3.297395413022172761e+01,-4.789126543448571915e+00,1.397812933730418816e+00,2.966884026151788145e+00,-3.503180564127000629e+00
-3.886113505415745806e+01,-2.595043310339518428e+01,1.195013152278767476e+00,9.688193469260401258e+00,4.435806961377584123e+00,-4.268349405931537000e+00
-3.937094987096131860e+01,-2.359038785536875693e+01,-5.723499380209987608e-01,2.108987273566049758e+00,1.103597277591093828e+01,1.153015426507090879e+00
-3.147746573408337767e+01,-2.013869663247995945e+01,9.133942962268976729e+00,1.208008964186351974e+01,1.098245368760096419e+01,-3.102522514400292142e+00
-2.938232971478080913e+01,-1.252893122004672932e+01,2.605151628878927816e+00,5.097799260901222596e+00,2.062554184753981446e+01,4.043196779248368067e+00
-2.091016629734452792e+01,-6.468884570784864785e+00,1.080744361741654913e+01,1.285102132868536629e+01,1.795671451624842518e+01,-1.711316469022885478e+00
-3.502006821725599739e+00,-9.353460823203894492e+00,1.501469590035014123e+00,9.066157811138769063e+00,2.432523136291124999e+01,1.456498112199216699e+01
1.605623759939278639e-01,3.311403232799920549e+00,6.130913407257952308e+00,1.347505882933682209e+01,2.305141081350469889e+01,7.323806969469647932e+00
-6.445050007841340189e+00,1.715590347381008485e+01,1.326062948039757039e+01,8.402527457464898930e+00,1.504595894567703773e+01,-7.983290251528847303e-01
1.005978153504260675e+01,1.428835458271945136e+01,6.553752637206530229e-01,4.492330955980204266e+00,2.079395100814516439e+01,6.520089361353401003e+00
1.980859914894083529e+00,3.066350986375091381e+01,6.145488635479651407e+00,-3.236243314072108301e+00,8.948102463385266603e+00,-2.563401943351182766e+00
1.460211015796044087e+01,2.952741516469093597e+01,2.001854683572163118e+00,-6.040161169427172183e+00,5.092584041016030127e+00,-1.768094193487343979e+00
3.504391409821425896e+01,2.494273661424818300e+01,5.032435004369352205e-01,-1.098083487282967852e+01,-9.839410803461914767e+00,-3.665875911200053405e+00
6.451086136338994947e+01,1.924602416500082569e+01,-2.011304816617954572e+00,-1.573055480906575099e+01,-2.373484417245001410e+01,-4.787508437098959568e+00
8.705527641167707031e+01,3.117943346508771363e+00,-1.160668490063677183e+01,-1.781964625291384152e+01,-5.324950207884775466e+01,-6.616507882306289723e+00
3.909007450836290332e+01,2.279714790530648827e+01,-2.499464849516932929e+01,-1.751798521053535396e+01,-7.187006101190961260e+01,-4.010559648645160458e+00
